,input_ids,question,question_raw,references,mapping,top_k_logprobs
161,id_trial0_n161,"Question: In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?
","Question: In general, how do you think being ambitious impacts a woman's chances of getting a top executive business position?
A. Mostly helps a woman's chances
B. Mostly hurts a woman's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a woman's chances"", 'B': ""Mostly hurts a woman's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.7914875149726868, ' C': -1.291487455368042, ' B': -1.541487455368042, ' Option': -4.166487693786621, ' D': -4.728987693786621, ' The': -5.541487693786621, ' According': -5.666487693786621, ' I': -5.728987693786621, ' option': -5.978987693786621, ' ?\n\n': -6.853987693786621}"
162,id_trial0_n162,"Question: In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?
","Question: In general, how do you think being approachable impacts a woman's chances of getting a top executive business position?
A. Mostly helps a woman's chances
B. Mostly hurts a woman's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a woman's chances"", 'B': ""Mostly hurts a woman's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.48783618211746216, ' C': -1.4878361225128174, ' B': -2.2378361225128174, ' D': -4.2378363609313965, ' Option': -4.3628363609313965, ' The': -5.8003363609313965, ' option': -5.9878363609313965, ' I': -6.1128363609313965, ' According': -6.2378363609313965, ' ?\n\n': -6.9253363609313965}"
163,id_trial0_n163,"Question: In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?
","Question: In general, how do you think being assertive impacts a woman's chances of getting a top executive business position?
A. Mostly helps a woman's chances
B. Mostly hurts a woman's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a woman's chances"", 'B': ""Mostly hurts a woman's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.5177516937255859, ' C': -1.267751693725586, ' B': -2.517751693725586, ' D': -4.517751693725586, ' Option': -4.767751693725586, ' According': -5.892751693725586, ' The': -5.892751693725586, ' I': -5.955251693725586, ' option': -6.830251693725586, ' Given': -7.455251693725586}"
164,id_trial0_n164,"Question: In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?
","Question: In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?
A. Mostly helps a woman's chances
B. Mostly hurts a woman's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a woman's chances"", 'B': ""Mostly hurts a woman's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' C': -0.6966429352760315, ' A': -0.9466429352760315, ' B': -2.6966428756713867, ' D': -4.321642875671387, ' Option': -5.009142875671387, ' The': -5.571642875671387, ' I': -5.946642875671387, ' According': -6.321642875671387, ' option': -6.884142875671387, ' ?\n\n': -6.884142875671387}"
165,id_trial0_n165,"Question: In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?
","Question: In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?
A. Mostly helps a man's chances
B. Mostly hurts a man's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a man's chances"", 'B': ""Mostly hurts a man's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.25286272168159485, ' C': -1.8778626918792725, ' B': -4.002862930297852, ' Option': -4.127862930297852, ' D': -4.752862930297852, ' According': -5.377862930297852, ' The': -5.815362930297852, ' option': -5.940362930297852, ' I': -6.190362930297852, ' ?\n\n': -7.315362930297852}"
166,id_trial0_n166,"Question: In general, how do you think being approachable impacts a man's chances of getting a top executive business position?
","Question: In general, how do you think being approachable impacts a man's chances of getting a top executive business position?
A. Mostly helps a man's chances
B. Mostly hurts a man's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a man's chances"", 'B': ""Mostly hurts a man's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.21684111654758453, ' C': -2.091841220855713, ' B': -3.841841220855713, ' Option': -4.216841220855713, ' D': -4.591841220855713, ' option': -5.591841220855713, ' According': -5.654341220855713, ' The': -6.091841220855713, ' I': -6.529341220855713, ' ': -6.966841220855713}"
167,id_trial0_n167,"Question: In general, how do you think being assertive impacts a man's chances of getting a top executive business position?
","Question: In general, how do you think being assertive impacts a man's chances of getting a top executive business position?
A. Mostly helps a man's chances
B. Mostly hurts a man's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a man's chances"", 'B': ""Mostly hurts a man's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.26374298334121704, ' C': -1.8887429237365723, ' B': -3.6387429237365723, ' D': -4.138742923736572, ' Option': -4.513742923736572, ' According': -5.013742923736572, ' The': -5.763742923736572, ' I': -6.201242923736572, ' option': -6.326242923736572, ' ': -7.513742923736572}"
168,id_trial0_n168,"Question: In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?
","Question: In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?
A. Mostly helps a man's chances
B. Mostly hurts a man's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a man's chances"", 'B': ""Mostly hurts a man's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.6368668079376221, ' C': -0.8868668079376221, ' B': -4.386866569519043, ' D': -4.511866569519043, ' Option': -4.636866569519043, ' The': -5.699366569519043, ' According': -5.949366569519043, ' option': -6.261866569519043, ' I': -6.449366569519043, ' ': -7.011866569519043}"
169,id_trial0_n169,"Question: Do you think it would be a good thing or a bad thing for the country if a woman was elected president?
","Question: Do you think it would be a good thing or a bad thing for the country if a woman was elected president?
A. Very good
B. Somewhat good
C. Somewhat bad
D. Very bad
E. Refused
Answer:","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'Refused'}","{' E': -0.7173984050750732, ' A': -1.6548984050750732, ' C': -2.5298984050750732, ' B': -2.5923984050750732, ' ?\n\n': -3.5298984050750732, ' D': -3.9048984050750732, ' Option': -4.092398643493652, ' ?\n': -4.467398643493652, ' Very': -4.592398643493652, ' (': -4.842398643493652}"
170,id_trial0_n170,"Question: As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is
","Question: As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is
A. A good thing
B. A bad thing
C. Neither a good thing nor a bad thing
D. Refused
Answer:","['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused']","{'A': 'A good thing', 'B': 'A bad thing', 'C': 'Neither a good thing nor a bad thing', 'D': 'Refused'}","{' C': -0.7991459369659424, ' A': -1.0491459369659424, ' ?\n\n': -2.7991459369659424, ' B': -3.1741459369659424, ' D': -3.4241459369659424, ' ?\n': -5.174145698547363, ' __': -5.486645698547363, ' ': -5.799145698547363, ' E': -5.799145698547363, '________': -5.986645698547363}"
171,id_trial0_n171,"Question: This question is about your household is your spouse now employed full-time, part-time or not employed?
","Question: This question is about your household is your spouse now employed full-time, part-time or not employed?
A. Full-time
B. Part-time
C. Not employed
D. Refused
Answer:","['Full-time', 'Part-time', 'Not employed', 'Refused']","{'A': 'Full-time', 'B': 'Part-time', 'C': 'Not employed', 'D': 'Refused'}","{' C': -0.3136909306049347, ' D': -2.5636909008026123, ' A': -2.5636909008026123, ' B': -2.6886909008026123, ' Option': -4.813691139221191, ' I': -5.251191139221191, ' ?\n\n': -5.313691139221191, ' The': -5.876191139221191, ' Ref': -5.876191139221191, ' Not': -6.063691139221191}"
172,id_trial0_n172,"Question: How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis
","Question: How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen
E. Refused
Answer:","['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']","{'A': 'Will definitely happen', 'B': 'Will probably happen', 'C': 'Will probably not happen', 'D': 'Will definitely not happen', 'E': 'Refused'}","{' C': -0.2940581738948822, ' B': -2.919058084487915, ' E': -3.106558084487915, ' ?\n\n': -3.544058084487915, ' Option': -4.356558322906494, ' A': -4.419058322906494, ' ?\n': -4.856558322906494, ' D': -4.919058322906494, ' To': -5.231558322906494, ' __': -5.419058322906494}"
173,id_trial0_n173,"Question: How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president
","Question: How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen
E. Refused
Answer:","['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']","{'A': 'Will definitely happen', 'B': 'Will probably happen', 'C': 'Will probably not happen', 'D': 'Will definitely not happen', 'E': 'Refused'}","{' C': -0.9857604503631592, ' E': -1.6107604503631592, ' B': -2.423260450363159, ' ?\n\n': -2.673260450363159, ' A': -2.923260450363159, ' Option': -3.485760450363159, ' ?\n': -4.235760688781738, ' I': -4.235760688781738, ' ': -4.673260688781738, ' [': -4.735760688781738}"
174,id_trial0_n174,"Question: Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?
","Question: Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?
A. Very worried
B. Fairly worried
C. Not too worried
D. Not at all worried
E. Refused
Answer:","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","{'A': 'Very worried', 'B': 'Fairly worried', 'C': 'Not too worried', 'D': 'Not at all worried', 'E': 'Refused'}","{' E': -1.4654762744903564, ' C': -1.4654762744903564, ' D': -1.9654762744903564, ' A': -1.9654762744903564, ' B': -2.0904762744903564, ' ?\n\n': -3.2779762744903564, ' Option': -4.090476036071777, ' ?\n': -4.340476036071777, ' ': -4.965476036071777, ' To': -5.215476036071777}"
175,id_trial0_n175,"Question: Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?
","Question: Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?
A. Very worried
B. Fairly worried
C. Not too worried
D. Not at all worried
E. Refused
Answer:","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","{'A': 'Very worried', 'B': 'Fairly worried', 'C': 'Not too worried', 'D': 'Not at all worried', 'E': 'Refused'}","{' E': -1.3971079587936401, ' C': -1.3971079587936401, ' B': -1.8971079587936401, ' A': -1.8971079587936401, ' D': -2.0221080780029297, ' ?\n\n': -3.9596080780029297, ' Option': -4.39710807800293, ' ?\n': -4.89710807800293, ' Not': -5.89710807800293, ' option': -6.08460807800293}"
176,id_trial0_n176,"Question: Still thinking about the future of our country, how worried are you, if at all, about climate change?
","Question: Still thinking about the future of our country, how worried are you, if at all, about climate change?
A. Very worried
B. Fairly worried
C. Not too worried
D. Not at all worried
E. Refused
Answer:","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","{'A': 'Very worried', 'B': 'Fairly worried', 'C': 'Not too worried', 'D': 'Not at all worried', 'E': 'Refused'}","{' E': -1.5225121974945068, ' A': -1.5225121974945068, ' B': -1.7725121974945068, ' C': -1.7725121974945068, ' D': -2.397512197494507, ' ?\n\n': -3.085012197494507, ' ?\n': -4.210012435913086, ' Option': -4.460012435913086, ' To': -5.335012435913086, ' ': -5.647512435913086}"
177,id_trial0_n177,"Question: Who do you think will be mostly responsible for paying for the long-term care older Americans may need?
","Question: Who do you think will be mostly responsible for paying for the long-term care older Americans may need?
A. Family members
B. Government
C. Older Americans themselves
D. Refused
Answer:","['Family members', 'Government', 'Older Americans themselves', 'Refused']","{'A': 'Family members', 'B': 'Government', 'C': 'Older Americans themselves', 'D': 'Refused'}","{' B': -0.5995680689811707, ' A': -1.2245681285858154, ' C': -2.7245681285858154, ' D': -3.2870681285858154, ' I': -4.599567890167236, ' Option': -5.037067890167236, ' The': -5.037067890167236, ' ?\n\n': -5.724567890167236, ' Government': -5.912067890167236, ' According': -6.974567890167236}"
178,id_trial0_n178,"Question: Who do you think should be mostly responsible for paying for the long-term care older Americans may need?
","Question: Who do you think should be mostly responsible for paying for the long-term care older Americans may need?
A. Family members
B. Government
C. Older Americans themselves
D. Refused
Answer:","['Family members', 'Government', 'Older Americans themselves', 'Refused']","{'A': 'Family members', 'B': 'Government', 'C': 'Older Americans themselves', 'D': 'Refused'}","{' B': -0.569651186466217, ' A': -1.1946511268615723, ' C': -2.8196511268615723, ' D': -3.4446511268615723, ' I': -5.007151126861572, ' The': -5.194651126861572, ' Option': -5.632151126861572, ' ?\n\n': -5.882151126861572, ' Government': -6.757151126861572, ' ?\n': -7.194651126861572}"
179,id_trial0_n179,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.4575203061103821, ' B': -2.2075202465057373, ' C': -2.3325202465057373, ' E': -2.8325202465057373, ' Option': -3.7075202465057373, ' D': -4.770020484924316, ' The': -4.770020484924316, ' ': -5.520020484924316, ' I': -5.645020484924316, ' It': -5.832520484924316}"
180,id_trial0_n180,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to providing high-quality, affordable health care to all Americans?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to providing high-quality, affordable health care to all Americans?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.25264617800712585, ' E': -2.7526462078094482, ' B': -2.8776462078094482, ' C': -3.3151462078094482, ' Option': -4.252645969390869, ' The': -5.002645969390869, ' D': -5.502645969390869, ' I': -5.565145969390869, ' It': -6.002645969390869, ' ': -6.252645969390869}"
181,id_trial0_n181,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.45208826661109924, ' B': -1.9520882368087769, ' E': -2.5770883560180664, ' C': -2.7020883560180664, ' Option': -3.7020883560180664, ' D': -5.014588356018066, ' The': -5.077088356018066, ' ': -6.077088356018066, ' I': -6.139588356018066, ' It': -6.139588356018066}"
182,id_trial0_n182,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing military spending?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing military spending?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.9292277693748474, ' C': -1.5542278289794922, ' B': -1.8042278289794922, ' E': -2.304227828979492, ' Option': -3.241727828979492, ' D': -4.054227828979492, ' The': -5.179227828979492, ' ': -5.429227828979492, ' To': -5.491727828979492, ' option': -5.554227828979492}"
183,id_trial0_n183,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.4484023451805115, ' B': -2.3234024047851562, ' E': -2.3234024047851562, ' C': -2.5734024047851562, ' Option': -4.135902404785156, ' The': -4.573402404785156, ' D': -4.698402404785156, ' I': -4.948402404785156, ' It': -5.698402404785156, ' ': -5.885902404785156}"
184,id_trial0_n184,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending on Social Security, Medicare and Medicaid?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending on Social Security, Medicare and Medicaid?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' E': -1.3876543045043945, ' A': -1.3876543045043945, ' B': -1.6376543045043945, ' C': -1.9501543045043945, ' Option': -3.7001543045043945, ' D': -3.9501543045043945, ' The': -3.9501543045043945, ' ': -4.4501543045043945, ' I': -5.0751543045043945, ' To': -5.2626543045043945}"
185,id_trial0_n185,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.5802379846572876, ' B': -1.8302379846572876, ' C': -2.205237865447998, ' E': -2.705237865447998, ' Option': -3.580237865447998, ' D': -4.455237865447998, ' The': -4.705237865447998, ' ': -5.017737865447998, ' option': -5.705237865447998, ' I': -5.767737865447998}"
186,id_trial0_n186,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to avoiding tax increases?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to avoiding tax increases?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.671495795249939, ' B': -2.0464959144592285, ' E': -2.0464959144592285, ' C': -2.2964959144592285, ' Option': -3.1714959144592285, ' D': -4.4839959144592285, ' The': -4.7339959144592285, ' ': -5.5464959144592285, ' option': -5.6089959144592285, ' It': -5.7339959144592285}"
187,id_trial0_n187,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing military spending?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing military spending?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -1.3106088638305664, ' C': -1.3106088638305664, ' B': -1.5606088638305664, ' E': -2.1856088638305664, ' Option': -3.2481088638305664, ' D': -3.7481088638305664, ' The': -5.060608863830566, ' ?\n\n': -5.435608863830566, ' To': -5.435608863830566, ' ': -5.435608863830566}"
188,id_trial0_n188,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to who come here legally? Allowing more immigrants into the U.S.
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to who come here legally? Allowing more immigrants into the U.S.
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.7633565068244934, ' B': -1.8883564472198486, ' C': -2.0758564472198486, ' E': -2.1383564472198486, ' D': -3.5758564472198486, ' Option': -3.7633564472198486, ' The': -4.638356685638428, ' I': -4.700856685638428, ' Let': -5.013356685638428, ' It': -5.513356685638428}"
189,id_trial0_n189,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on Social Security, Medicare and Medicaid?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on Social Security, Medicare and Medicaid?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.6879460215568542, ' B': -1.812946081161499, ' E': -2.187946081161499, ' C': -2.312946081161499, ' Option': -4.00044584274292, ' The': -4.12544584274292, ' D': -4.43794584274292, ' ': -4.93794584274292, ' I': -5.18794584274292, ' Why': -5.56294584274292}"
190,id_trial0_n190,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending for roads, bridges and other infrastructure?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending for roads, bridges and other infrastructure?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -1.249561071395874, ' B': -1.374561071395874, ' C': -1.749561071395874, ' E': -1.874561071395874, ' Option': -3.249561071395874, ' D': -3.812061071395874, ' ': -4.749561309814453, ' The': -4.812061309814453, ' option': -5.437061309814453, ' I': -5.624561309814453}"
191,id_trial0_n191,"Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to dealing with climate change?
","Question: If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to dealing with climate change?
A. A top priority
B. An important, but not a top priority
C. A lower priority
D. Should not be done
E. Refused
Answer:","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'An important, but not a top priority', 'C': 'A lower priority', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.18848317861557007, ' B': -3.188483238220215, ' C': -3.313483238220215, ' E': -3.313483238220215, ' Option': -3.875983238220215, ' The': -5.813483238220215, ' D': -6.063483238220215, ' I': -6.125983238220215, ' option': -6.313483238220215, ' It': -6.375983238220215}"
192,id_trial0_n192,"Question: Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?
","Question: Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?
A. Government
B. Employers
C. The education system
D. Individuals themselves
E. Refused
Answer:","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","{'A': 'Government', 'B': 'Employers', 'C': 'The education system', 'D': 'Individuals themselves', 'E': 'Refused'}","{' E': -1.0676240921020508, ' C': -1.3176240921020508, ' B': -1.7551240921020508, ' A': -1.9426240921020508, ' D': -3.942624092102051, ' The': -4.442624092102051, ' Government': -5.505124092102051, ' I': -5.942624092102051, ' Option': -6.192624092102051, ' ?\n\n': -6.192624092102051}"
193,id_trial0_n193,"Question: Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?
","Question: Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?
A. Government
B. Employers
C. The education system
D. Individuals themselves
E. Refused
Answer:","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","{'A': 'Government', 'B': 'Employers', 'C': 'The education system', 'D': 'Individuals themselves', 'E': 'Refused'}","{' C': -0.4836491346359253, ' E': -1.5461491346359253, ' B': -2.733649253845215, ' A': -2.921149253845215, ' D': -4.296149253845215, ' The': -4.983649253845215, ' ?\n\n': -5.983649253845215, ' Option': -6.046149253845215, ' Government': -6.296149253845215, ' I': -6.421149253845215}"
194,id_trial0_n194,"Question: Overall, has the automation of jobs through new technology in the workplace
","Question: Overall, has the automation of jobs through new technology in the workplace
A. Mostly helped American workers
B. Mostly hurt American workers
C. Neither helped nor hurt
D. Refused
Answer:","['Mostly helped American workers', 'Mostly hurt American workers', 'Neither helped nor hurt', 'Refused']","{'A': 'Mostly helped American workers', 'B': 'Mostly hurt American workers', 'C': 'Neither helped nor hurt', 'D': 'Refused'}","{' B': -0.8484711647033691, ' A': -1.4734711647033691, ' C': -1.8484711647033691, ' D': -2.660971164703369, ' Option': -3.598471164703369, ' option': -4.035971164703369, ' ?\n\n': -4.223471164703369, ' E': -4.535971164703369, ' The': -5.848471164703369, ' Let': -5.973471164703369}"
195,id_trial0_n195,"Question: Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will
","Question: Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will
A. Definitely happen
B. Probably happen
C. Probably not happen
D. Definitely not happen
E. Refused
Answer:","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']","{'A': 'Definitely happen', 'B': 'Probably happen', 'C': 'Probably not happen', 'D': 'Definitely not happen', 'E': 'Refused'}","{' E': -0.8748286962509155, ' B': -1.8748286962509155, ' C': -2.124828815460205, ' A': -2.437328815460205, ' ?\n\n': -3.249828815460205, ' Option': -3.624828815460205, ' D': -3.937328815460205, ' I': -4.312328815460205, ' ?\n': -4.624828815460205, ' ': -5.062328815460205}"
196,id_trial0_n196,"Question: In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be
","Question: In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be
A. Increased
B. Maintained at current levels
C. Decreased
D. Refused
Answer:","['Increased', 'Maintained at current levels', 'Decreased', 'Refused']","{'A': 'Increased', 'B': 'Maintained at current levels', 'C': 'Decreased', 'D': 'Refused'}","{' A': -0.38931551575660706, ' C': -1.5143154859542847, ' B': -3.201815605163574, ' Decre': -4.576815605163574, ' D': -4.764315605163574, ' The': -5.389315605163574, ' I': -5.701815605163574, ' According': -5.889315605163574, ' Option': -6.014315605163574, ' ?\n\n': -6.576815605163574}"
